sale_id,order_ts,customer_id,product_id,product_qty
50,2021-04-20 14:04:49,630,1037,8
51,2021-10-25 19:10:38,6855,4752,9
52,2021-12-20 02:12:06,7945,885,3
53,2021-10-14 15:10:55,6735,4803,4
54,2021-04-08 13:04:44,1878,1561,7
55,2021-12-28 07:12:15,9049,476,7
56,2022-01-13 20:01:22,4129,3812,9
57,2021-05-08 09:05:36,3727,4951,1
58,2021-06-28 16:06:30,9826,1195,3
59,2021-03-27 22:03:46,1286,96,2
60,2021-11-25 16:11:57,219,77,8
61,2021-12-24 13:12:46,5491,3303,6
62,2021-11-11 00:11:32,6536,4099,9
63,2021-12-05 04:12:06,2798,124,2
64,2021-08-23 02:08:10,4486,1925,8
65,2022-01-05 15:01:56,3576,3724,7
66,2021-07-30 03:07:01,5635,568,1
67,2021-03-08 04:03:28,5889,1603,8
68,2022-02-12 03:02:36,6955,4802,6
69,2021-03-30 16:03:50,5000,4864,3
70,2022-01-25 05:01:20,2845,192,9
71,2021-06-04 13:06:06,3862,562,9
72,2021-04-24 22:04:28,6586,4630,3
73,2021-12-06 08:12:54,4505,1890,7
74,2021-11-06 04:11:25,1117,3324,5
75,2021-04-17 06:04:06,8834,1852,8
76,2021-12-13 09:12:38,7902,2814,5
77,2021-04-02 07:04:07,6706,2449,2
78,2021-10-10 19:10:46,2235,4764,3
79,2021-11-22 19:11:25,7010,4003,9
80,2021-03-22 07:03:24,6481,4094,1
81,2021-03-24 08:03:56,1019,3788,2
82,2021-07-12 08:07:01,7646,3525,2
83,2021-12-12 21:12:37,2159,4057,5
84,2021-06-14 06:06:22,3392,3523,9
85,2022-01-27 21:01:15,2871,1706,6
86,2021-07-16 09:07:29,9915,3969,8
87,2022-02-14 17:02:41,5981,377,4
88,2021-10-17 17:10:52,3917,3125,3
89,2021-07-20 19:07:23,4283,476,3
90,2021-06-03 07:06:00,8828,2972,3
91,2021-07-12 13:07:27,8245,616,6
92,2021-11-11 00:11:39,3748,788,2
93,2021-06-29 03:06:03,4457,1187,9
94,2021-03-03 09:03:33,9969,2503,2
95,2021-08-21 06:08:03,9934,2052,8
96,2021-12-30 04:12:59,6767,1541,6
97,2021-12-07 03:12:02,6230,2732,9
98,2021-03-05 17:03:29,1355,3525,6
99,2021-05-05 00:05:08,6419,469,9
100,2021-08-25 09:08:33,4185,1488,9
101,2021-11-18 22:11:31,5888,3958,3
102,2021-10-22 19:10:28,2282,26,2
103,2021-05-25 15:05:35,9835,250,9
104,2021-02-27 00:02:03,6934,1082,4
105,2022-02-02 13:02:33,2452,377,7
106,2021-06-18 01:06:48,8357,219,3
107,2022-01-03 01:01:40,6238,2884,8
108,2021-09-18 00:09:41,8475,889,2
109,2021-06-14 02:06:20,4151,1386,6
110,2022-01-22 14:01:45,5887,4280,2
111,2021-04-18 20:04:01,7617,4848,3
112,2022-02-09 00:02:05,8925,3229,2
113,2021-12-29 03:12:02,7582,265,6
114,2022-02-16 04:02:26,1620,4881,5
115,2021-07-20 00:07:07,7845,2871,6
116,2021-06-14 21:06:07,890,2189,4
117,2021-04-30 12:04:03,21,4540,1
118,2021-04-11 12:04:25,343,3351,8
119,2021-05-03 14:05:45,8248,2782,1
120,2022-01-21 17:01:26,1453,2159,8
121,2021-11-28 01:11:41,3052,3473,2
122,2022-02-19 01:02:05,5364,4267,6
123,2021-06-02 00:06:09,300,2331,5
124,2021-10-14 17:10:02,7148,413,8
125,2021-06-01 09:06:00,6446,2150,2
126,2021-08-23 14:08:26,1886,1132,1
127,2021-12-06 16:12:16,8343,3749,9
128,2022-02-16 08:02:05,1017,3442,3
129,2021-12-26 10:12:36,8330,4181,6
130,2021-09-30 20:09:11,7117,2051,8
131,2021-04-12 23:04:27,3287,444,7
132,2021-08-19 06:08:30,9122,3978,9
133,2021-04-18 02:04:50,3408,2149,5
134,2021-08-13 10:08:41,1213,304,1
135,2021-12-22 09:12:39,4024,1022,1
136,2022-01-08 16:01:02,4158,3093,2
137,2021-06-10 13:06:03,4921,1722,7
138,2022-01-21 09:01:11,3641,928,4
139,2021-04-20 22:04:02,3889,4710,5
140,2021-11-09 23:11:22,4118,772,7
141,2021-07-23 13:07:01,9265,3473,8
142,2021-08-26 13:08:50,5022,1372,8
143,2022-02-13 22:02:48,6756,3230,7
144,2021-09-15 14:09:03,7480,1981,4
145,2021-10-14 13:10:28,6128,649,5
146,2021-04-06 17:04:56,1438,2308,5
147,2021-06-22 22:06:01,4940,675,1
148,2021-11-22 06:11:00,6837,764,6
149,2021-03-23 06:03:26,768,2192,3
150,2021-12-11 08:12:39,9131,4756,8
151,2022-02-22 22:02:36,1839,226,1
152,2022-02-06 21:02:43,3757,2402,6
153,2022-01-03 23:01:10,8496,315,2
154,2021-11-08 20:11:50,7835,4666,6
155,2021-05-19 20:05:14,922,2967,7
156,2021-04-13 03:04:50,2224,4179,9
157,2021-02-27 19:02:22,9229,3858,1
158,2022-01-22 14:01:16,7045,4795,4
159,2021-03-01 14:03:35,6388,4489,4
160,2021-09-12 02:09:19,3457,3742,6
161,2021-07-04 15:07:50,9156,3155,3
162,2021-06-03 02:06:37,8938,3452,8
163,2021-11-30 03:11:06,5432,937,3
164,2021-11-01 10:11:18,3410,1143,6
165,2021-04-15 14:04:07,3606,4355,9
166,2021-09-09 02:09:18,7213,686,8
167,2021-12-05 04:12:36,3738,1436,9
168,2022-02-01 00:02:32,7785,4813,7
169,2021-12-13 13:12:12,7197,1861,9
170,2021-08-31 05:08:35,2763,1208,5
171,2021-11-18 14:11:53,8746,4230,1
172,2021-10-15 03:10:12,6252,405,8
173,2021-12-03 23:12:50,2448,4973,8
174,2021-07-07 05:07:00,3485,1471,5
175,2021-09-05 20:09:33,1668,3665,8
176,2021-08-15 12:08:47,3394,3837,9
177,2021-03-08 18:03:47,2783,1330,4
178,2021-11-26 06:11:37,9756,958,8
179,2021-05-16 08:05:20,426,4027,8
180,2021-04-27 19:04:40,9368,946,2
181,2021-08-24 19:08:09,4270,985,6
182,2022-01-27 01:01:01,5776,1423,7
183,2021-04-27 01:04:40,5299,1344,1
184,2021-06-27 06:06:13,6810,3066,9
185,2022-01-24 09:01:14,7210,2301,3
186,2021-10-31 02:10:30,3025,4457,6
187,2021-03-16 17:03:09,7401,1961,6
188,2021-09-21 01:09:28,5353,139,7
189,2021-03-05 06:03:11,9144,733,2
190,2021-03-10 05:03:59,7208,2145,3
191,2021-07-14 03:07:04,7834,1877,7
192,2022-01-31 20:01:02,3164,4323,2
193,2021-05-14 07:05:37,99,281,8
194,2022-02-12 13:02:10,4270,3979,5
195,2021-06-03 21:06:24,3117,4177,3
196,2021-10-17 23:10:29,5586,657,8
197,2022-01-11 03:01:59,2662,2907,4
198,2021-11-09 11:11:52,5386,4271,8
199,2021-11-25 09:11:44,8856,783,1
200,2021-10-06 18:10:49,4162,1978,4
201,2021-07-02 15:07:29,6294,624,3
202,2021-08-02 05:08:46,3056,2297,9
203,2021-03-24 05:03:15,2377,2709,4
204,2021-10-06 13:10:38,7402,3164,1
205,2021-04-09 09:04:01,6541,2225,7
206,2021-03-19 09:03:52,7838,1637,7
207,2021-11-13 01:11:12,7550,96,6
208,2021-04-22 00:04:57,9734,1940,7
209,2021-05-09 00:05:16,7781,4166,8
210,2021-10-05 04:10:53,1843,3894,3
211,2021-07-27 20:07:45,9243,3637,6
212,2021-10-16 12:10:27,1355,3287,4
213,2021-08-15 17:08:28,6624,3209,6
214,2021-03-16 11:03:39,9688,3211,9
215,2021-09-06 01:09:41,1184,2083,3
216,2021-03-24 20:03:33,9839,2038,4
217,2021-04-16 16:04:46,455,2896,5
218,2022-01-11 07:01:56,1555,4353,7
219,2021-12-12 21:12:34,5797,2677,6
220,2021-09-16 12:09:25,3532,1220,9
221,2021-08-08 03:08:51,7814,979,4
222,2021-07-08 05:07:02,1199,1335,2
223,2021-08-17 12:08:24,1646,603,7
224,2021-04-25 20:04:42,5846,729,7
225,2021-02-26 15:02:32,2556,1016,9
226,2021-02-27 05:02:40,7281,2686,9
227,2021-12-31 06:12:56,8794,4900,2
228,2022-01-10 22:01:00,1451,4591,6
229,2021-10-22 22:10:36,9945,4497,5
230,2021-12-27 06:12:47,1439,4599,7
231,2022-01-29 06:01:30,2991,2561,3
232,2021-12-02 11:12:07,7824,218,3
233,2021-08-08 13:08:35,3731,1906,2
234,2022-01-07 12:01:31,2375,413,5
235,2021-04-23 09:04:57,8637,2063,4
236,2022-01-18 18:01:32,2869,3982,5
237,2021-03-17 21:03:16,229,160,3
238,2021-09-21 22:09:41,8388,4997,5
239,2021-10-02 00:10:39,9946,1647,5
240,2021-06-04 15:06:06,1780,2479,6
241,2021-09-19 12:09:04,3326,4672,6
242,2021-04-28 20:04:25,3452,2208,9
243,2021-02-25 10:02:36,4693,3469,6
244,2021-10-03 21:10:40,6883,712,3
245,2021-03-26 04:03:43,4895,756,8
246,2021-04-05 10:04:37,4095,97,1
247,2021-07-24 10:07:55,9153,349,3
248,2021-11-16 15:11:50,6304,239,9
249,2021-04-08 07:04:24,123,3092,3
250,2021-10-15 21:10:05,667,2243,4
251,2021-06-02 03:06:25,7586,3273,1
252,2021-10-19 04:10:43,2313,3061,1
253,2021-05-17 06:05:15,9889,3483,9
254,2021-05-03 00:05:43,7663,3236,5
255,2021-06-30 09:06:59,77,1151,8
256,2021-10-07 19:10:45,3890,1579,2
257,2021-07-27 03:07:10,5485,1981,3
258,2021-05-29 23:05:04,5353,107,2
259,2021-10-07 19:10:49,610,1559,8
260,2021-08-01 04:08:10,57,458,6
261,2021-08-09 11:08:04,7255,3637,5
262,2021-06-20 17:06:07,2157,2586,6
263,2021-05-14 11:05:22,1544,3396,5
264,2021-06-17 18:06:47,6986,2451,3
265,2021-08-19 22:08:17,4491,1681,1
266,2021-04-18 12:04:22,6585,1503,1
267,2021-05-12 05:05:08,676,1104,7
268,2022-02-16 16:02:11,3545,3624,8
269,2021-02-24 21:02:11,8793,3586,1
270,2021-10-02 06:10:05,8168,4246,3
271,2021-03-23 11:03:42,1628,892,1
272,2021-08-06 03:08:37,7232,4668,4
273,2022-02-14 21:02:19,765,4841,3
274,2021-06-25 15:06:51,9511,2034,7
275,2021-10-23 16:10:36,8785,2593,9
276,2021-04-06 19:04:15,8997,4080,7
277,2021-09-07 07:09:09,5316,1399,5
278,2021-08-16 12:08:38,3324,1527,5
279,2022-02-21 05:02:44,6636,1268,4
280,2022-01-07 10:01:08,2231,2678,8
281,2021-11-25 15:11:12,160,1982,9
282,2021-07-22 19:07:23,7446,926,9
283,2021-04-14 02:04:15,5901,1949,4
284,2021-04-20 05:04:36,8475,4420,9
285,2021-11-09 15:11:01,1653,2315,9
286,2021-04-14 08:04:36,6070,3980,6
287,2021-09-05 04:09:17,9845,2502,4
288,2022-01-14 09:01:47,1556,3862,6
289,2021-05-13 20:05:25,5051,1163,3
290,2021-06-09 14:06:57,3207,1557,2
291,2022-01-01 19:01:37,3015,754,3
292,2021-10-01 17:10:59,3998,3235,1
293,2021-10-01 17:10:47,6461,2649,2
294,2021-05-21 10:05:23,546,140,1
295,2021-10-05 01:10:01,3646,2465,4
296,2021-07-26 07:07:47,7811,2541,6
297,2021-05-10 18:05:33,2811,1933,1
298,2021-11-13 23:11:55,3585,3782,7
299,2021-03-15 10:03:46,5588,1122,7
300,2021-08-15 14:08:06,427,3486,2
301,2021-07-28 06:07:50,7676,3258,5
302,2021-10-24 11:10:03,2522,2376,6
303,2021-03-18 15:03:41,5957,4412,1
304,2022-02-05 10:02:48,1046,3609,4
305,2021-09-01 05:09:32,5775,973,7
306,2021-06-14 22:06:59,4969,1593,6
307,2021-07-29 14:07:26,9254,3035,2
308,2022-01-10 13:01:43,2485,3517,2
309,2021-05-16 16:05:23,6342,3901,5
310,2021-06-20 06:06:55,2518,1412,7
311,2021-09-13 10:09:52,5107,908,7
312,2022-01-16 12:01:21,2328,3651,5
313,2021-09-27 09:09:24,6560,3453,7
314,2021-11-28 13:11:34,7889,57,8
315,2021-11-11 09:11:27,8062,2372,9
316,2021-10-12 08:10:45,890,1924,7
317,2022-01-08 06:01:20,2552,906,5
318,2021-10-23 10:10:28,8689,4422,7
319,2021-09-06 20:09:26,1744,1625,6
320,2021-09-03 10:09:23,6869,1586,3
321,2021-12-13 15:12:52,5793,4757,2
322,2021-08-22 12:08:37,3848,506,9
323,2021-12-03 13:12:48,2945,3104,4
324,2021-05-15 04:05:00,3659,2935,8
325,2021-09-25 02:09:51,9445,761,4
326,2021-10-25 13:10:51,7405,954,6
327,2021-06-03 10:06:04,4017,259,6
328,2021-09-24 22:09:21,5929,459,2
329,2021-06-04 09:06:04,6527,482,3
330,2021-07-26 11:07:10,3796,4602,2
331,2022-01-31 02:01:56,1666,1801,8
332,2021-10-12 09:10:37,4569,2374,8
333,2021-08-18 14:08:12,1051,3783,4
334,2021-11-19 06:11:35,4423,3002,9
335,2021-03-03 00:03:28,6605,2990,8
336,2021-09-01 08:09:02,7507,3060,1
337,2021-07-14 03:07:55,9038,4991,8
338,2021-08-11 03:08:42,7212,3600,2
339,2021-10-06 13:10:54,3836,2929,5
340,2021-10-23 19:10:18,979,1350,1
341,2022-02-13 05:02:38,8405,3089,3
342,2021-07-17 23:07:00,2739,3806,5
343,2021-10-23 02:10:49,4542,1556,5
344,2021-10-09 04:10:10,4282,4043,5
345,2021-11-12 06:11:42,9982,2972,8
346,2021-03-07 16:03:33,5559,781,4
347,2021-06-26 18:06:13,3249,2506,6
348,2021-08-19 14:08:45,2248,4685,9
349,2022-01-14 21:01:40,6271,2541,5
350,2021-07-20 21:07:18,1882,4882,1
351,2021-10-30 02:10:39,5212,695,8
352,2021-12-27 21:12:55,464,1669,8
353,2021-03-31 00:03:02,6368,2373,9
354,2021-04-29 00:04:04,3345,1201,2
355,2021-04-07 05:04:09,3811,348,8
356,2021-05-07 02:05:35,1056,2287,5
357,2021-11-02 11:11:56,956,1690,4
358,2021-03-17 16:03:11,3887,662,8
359,2022-02-19 15:02:02,8416,1039,6
360,2021-09-26 17:09:48,5245,4248,9
361,2021-08-27 14:08:27,3807,1110,7
362,2021-05-14 10:05:26,5664,4386,6
363,2021-06-04 19:06:30,8594,1329,4
364,2021-04-24 17:04:06,7638,610,3
365,2021-07-01 13:07:40,9565,4996,3
366,2022-01-01 17:01:31,5506,1725,9
367,2021-06-20 15:06:43,1458,242,2
368,2021-09-27 03:09:00,4799,2206,4
369,2022-02-03 20:02:58,4402,1643,8
370,2021-06-04 23:06:35,5548,4239,5
371,2021-07-29 00:07:33,9329,1637,6
372,2021-11-16 04:11:47,9385,195,1
373,2021-07-06 04:07:18,4394,3577,3
374,2021-03-06 21:03:55,6481,537,2
375,2021-03-30 01:03:33,4804,104,4
376,2021-03-05 04:03:39,7405,3380,5
377,2021-11-30 04:11:53,61,3485,7
378,2021-06-30 02:06:40,8684,4770,9
379,2021-12-06 07:12:36,9936,1780,8
380,2021-05-18 14:05:54,2029,1601,4
381,2021-08-08 17:08:13,6959,2004,5
382,2021-07-24 06:07:22,3467,1127,5
383,2021-08-15 19:08:54,8605,2453,8
384,2021-07-03 21:07:16,7201,1898,5
385,2021-04-04 12:04:10,9161,1467,7
386,2021-09-09 15:09:04,6797,594,4
387,2021-04-28 01:04:12,4067,3796,8
388,2021-08-16 16:08:29,1451,3103,6
389,2021-12-27 01:12:20,1792,1009,8
390,2021-06-20 04:06:43,7721,4855,8
391,2021-11-15 14:11:01,8200,1789,1
392,2021-05-10 16:05:05,6104,2081,4
393,2021-11-10 18:11:39,3389,3568,8
394,2022-01-04 13:01:10,2256,470,5
395,2021-02-26 00:02:16,5435,3566,2
396,2021-11-06 06:11:18,8156,1940,8
397,2021-08-27 23:08:56,2002,1100,5
398,2021-08-02 02:08:17,729,242,7
399,2021-07-20 12:07:06,2145,3139,3
400,2021-08-18 13:08:57,4568,3629,4
401,2022-02-10 15:02:19,3864,1412,1
402,2021-05-19 00:05:34,4888,938,5
403,2021-09-10 06:09:26,7990,185,6
404,2021-05-06 02:05:37,600,2262,5
405,2021-03-25 10:03:22,522,1358,8
406,2021-07-12 09:07:29,5340,51,2
407,2021-05-22 22:05:42,5071,1105,5
408,2021-06-22 21:06:41,6471,3829,1
409,2021-07-20 20:07:20,6456,117,9
410,2021-05-01 00:05:03,8867,3665,3
411,2021-10-24 04:10:00,829,4630,2
412,2021-07-06 11:07:50,1702,4837,3
413,2021-09-17 12:09:53,4224,3677,3
414,2021-04-15 14:04:07,6281,1913,3
415,2021-06-11 22:06:41,9853,3802,7
416,2021-04-08 09:04:59,5186,167,2
417,2021-12-20 14:12:05,3705,3035,2
418,2021-07-20 12:07:05,6612,4388,7
419,2021-09-02 00:09:46,7838,1982,1
420,2021-11-12 04:11:23,1541,1315,1
421,2021-05-24 09:05:58,4499,698,4
422,2021-08-16 23:08:32,433,415,6
423,2021-12-21 12:12:30,3101,3176,9
424,2021-08-04 08:08:52,6730,2784,6
425,2021-04-10 23:04:41,7863,677,9
426,2021-09-09 08:09:23,4766,514,4
427,2021-03-24 17:03:19,8980,156,4
428,2022-02-09 04:02:55,7443,2498,9
429,2021-03-01 21:03:57,2715,4774,7
430,2022-02-18 04:02:38,4333,4506,8
431,2021-03-17 08:03:49,8399,223,2
432,2021-04-19 08:04:16,5777,1961,6
433,2021-10-03 12:10:31,4829,1581,2
434,2021-06-02 04:06:48,1016,490,6
435,2021-08-14 15:08:25,3396,4788,6
436,2021-08-22 11:08:23,868,1876,3
437,2021-06-11 04:06:55,3086,1060,4
438,2021-04-15 15:04:13,3541,808,2
439,2021-04-13 11:04:24,8869,2281,7
440,2021-05-14 20:05:15,517,2262,6
441,2021-04-27 13:04:34,5765,3530,2
442,2021-06-14 06:06:11,51,2487,4
443,2021-12-25 21:12:55,3671,4007,7
444,2021-02-24 23:02:58,5006,2457,2
445,2021-03-18 23:03:32,1894,3169,5
446,2021-07-17 01:07:44,2248,3982,1
447,2021-11-13 15:11:38,2734,1838,2
448,2021-10-10 04:10:46,9152,2668,7
449,2021-09-05 02:09:58,3265,2072,9
450,2021-05-25 15:05:50,842,1759,3
451,2021-07-28 14:07:53,4837,808,7
452,2021-08-12 08:08:11,7942,2579,2
453,2021-04-20 20:04:40,6933,2243,1
454,2021-07-05 05:07:58,8446,1611,8
455,2022-01-19 23:01:21,5260,4758,2
456,2021-05-14 23:05:58,856,3956,3
457,2021-06-05 00:06:52,5911,3244,7
458,2021-08-22 13:08:07,4991,4056,9
459,2022-02-19 06:02:13,3475,1465,7
460,2022-02-06 21:02:40,3975,3581,7
461,2021-04-06 02:04:38,2997,1119,9
462,2021-05-09 08:05:20,7110,3478,7
463,2021-03-05 00:03:17,5622,3869,9
464,2021-12-22 18:12:40,9275,624,8
465,2021-04-14 05:04:53,1497,2557,8
466,2021-12-03 11:12:05,8131,4366,7
467,2021-07-19 09:07:41,5205,4049,4
468,2022-01-26 22:01:52,8283,3639,6
469,2021-04-14 14:04:58,4016,4735,9
470,2022-01-11 21:01:03,6452,3749,9
471,2022-01-02 13:01:22,1103,4536,5
472,2021-03-20 22:03:03,6711,3657,8
473,2021-09-04 22:09:54,4823,3799,4
474,2022-01-28 07:01:04,7495,1231,9
475,2021-04-08 23:04:28,2383,4333,7
476,2021-08-25 21:08:09,2035,2094,2
477,2021-04-26 13:04:16,5046,3902,9
478,2021-05-03 19:05:44,8372,2437,4
479,2021-07-16 09:07:02,6164,4718,7
480,2022-01-16 19:01:24,4969,2026,2
481,2021-11-03 17:11:06,237,500,3
482,2021-12-10 17:12:10,1142,3757,1
483,2021-03-16 01:03:00,4490,1021,5
484,2022-02-03 00:02:32,2370,483,8
485,2021-08-18 07:08:01,2065,3092,6
486,2022-02-15 04:02:10,6215,4793,7
487,2022-01-21 04:01:34,1382,267,3
488,2021-06-13 19:06:12,8466,686,3
489,2021-06-28 04:06:48,3910,1471,5
490,2021-03-15 00:03:38,906,3500,2
491,2021-04-14 15:04:41,2730,2837,8
492,2021-04-14 01:04:15,7152,1255,8
493,2021-07-14 04:07:19,5376,2140,4
494,2021-06-10 21:06:44,4783,3280,3
495,2021-06-18 05:06:57,5524,4202,3
496,2021-03-16 09:03:39,7301,4191,2
497,2021-04-09 10:04:21,5041,2569,2
498,2022-02-03 02:02:05,9807,1001,5
499,2021-12-19 14:12:46,7849,4810,1
500,2021-10-21 20:10:12,3713,3662,1
501,2021-12-19 12:12:57,8586,2321,4
502,2021-10-13 07:10:58,5619,3982,9
503,2021-08-11 12:08:40,5400,4076,8
504,2022-02-03 22:02:44,2642,98,8
505,2021-04-19 06:04:39,3780,3866,4
506,2021-11-24 11:11:06,7883,2890,1
507,2021-11-14 15:11:41,1361,1936,7
508,2022-02-11 20:02:35,6195,1607,3
509,2022-02-16 07:02:19,4287,140,8
510,2021-07-01 07:07:10,1319,1942,1
511,2021-02-25 06:02:25,3787,3283,8
512,2021-11-30 13:11:44,7233,2436,2
513,2021-03-05 15:03:07,3549,4079,9
514,2021-05-29 16:05:48,4548,36,6
515,2021-11-25 04:11:33,4007,641,4
516,2021-08-09 09:08:13,9458,493,5
517,2022-02-22 08:02:42,562,4107,9
518,2021-09-15 04:09:15,5727,2979,3
519,2021-05-28 05:05:37,124,2089,2
520,2021-12-23 01:12:18,6426,4602,9
521,2021-09-30 08:09:50,8475,2376,6
522,2021-09-12 11:09:34,5364,798,7
523,2021-08-18 12:08:41,8177,4776,8
524,2021-06-20 04:06:05,815,3071,8
525,2021-12-12 02:12:28,6961,3121,9
526,2021-12-04 21:12:34,363,1942,3
527,2022-02-23 19:02:54,5476,1700,1
528,2021-09-27 10:09:57,8002,2945,4
529,2021-10-14 18:10:28,2375,3250,1
530,2021-05-15 20:05:07,3346,1127,1
531,2021-08-04 07:08:52,9509,3947,6
532,2021-05-30 22:05:38,8856,3999,5
533,2021-07-28 17:07:36,5772,2969,7
534,2021-08-04 22:08:58,1072,703,2
535,2021-07-12 21:07:02,1764,804,9
536,2021-05-02 16:05:24,7232,4802,1
537,2021-07-21 12:07:55,8346,3245,2
538,2022-02-23 14:02:59,5166,2982,5
539,2021-09-10 16:09:21,1688,2544,9
540,2021-03-06 16:03:22,8590,4683,7
541,2021-10-25 00:10:24,2350,1276,6
542,2021-06-19 02:06:25,3845,2208,8
543,2021-11-05 00:11:49,1614,3929,3
544,2021-05-14 07:05:05,7663,1337,9
545,2022-01-01 19:01:21,3212,1592,5
546,2021-11-19 02:11:37,8221,807,8
547,2021-09-06 22:09:18,6417,4536,3
548,2022-01-03 05:01:04,8345,925,3
549,2021-06-14 09:06:17,3098,4,8
550,2021-10-13 11:10:22,7696,1169,7
551,2021-05-22 21:05:19,6751,1690,9
552,2021-11-15 20:11:53,9256,1181,4
553,2021-10-01 17:10:55,3197,4715,7
554,2021-02-26 22:02:32,8804,2800,2
555,2022-01-12 07:01:30,9452,3492,9
556,2021-08-12 20:08:26,1598,3470,8
557,2021-08-13 02:08:28,7308,4971,3
558,2021-10-19 10:10:12,2680,2890,2
559,2021-09-18 23:09:55,1644,1790,5
560,2021-04-28 20:04:19,1457,486,2
561,2022-02-01 06:02:56,5010,3262,7
562,2021-05-12 11:05:49,7268,2139,8
563,2021-05-16 10:05:05,407,2269,3
564,2021-11-12 07:11:46,5667,2769,5
565,2021-03-28 08:03:33,5119,4261,4
566,2021-08-07 00:08:23,9878,862,8
567,2021-12-08 22:12:33,6036,2654,3
568,2021-03-05 05:03:39,1126,4843,1
569,2021-03-19 22:03:10,6191,3195,5
570,2021-03-15 13:03:26,6304,1473,5
571,2021-11-16 07:11:18,9574,4146,8
572,2021-08-18 06:08:55,3633,482,2
573,2021-10-15 02:10:52,7204,659,8
574,2021-02-25 01:02:24,6124,2105,1
575,2022-01-29 10:01:30,4362,4470,3
576,2021-12-14 10:12:42,458,251,2
577,2021-07-25 18:07:31,5459,4010,1
578,2022-02-09 14:02:22,9561,1491,3
579,2022-01-04 21:01:30,9937,1497,1
580,2021-11-12 14:11:33,6361,4328,7
581,2021-04-04 17:04:40,9914,986,4
582,2021-04-29 17:04:59,6167,342,7
583,2021-12-22 14:12:33,4044,4234,9
584,2021-08-07 13:08:09,2533,3169,1
585,2021-12-22 21:12:18,8932,4801,6
586,2021-03-17 02:03:55,9534,3775,8
587,2021-04-14 01:04:23,2525,3691,3
588,2021-03-15 01:03:10,405,2826,6
589,2021-07-28 09:07:44,6722,631,5
590,2021-03-30 05:03:12,1483,3394,1
591,2022-01-11 17:01:20,4936,3614,3
592,2021-08-12 17:08:13,3796,990,9
593,2021-06-25 16:06:08,7762,1826,5
594,2021-04-04 07:04:52,201,4631,4
595,2021-12-07 18:12:56,1806,4222,1
596,2021-11-18 23:11:27,1723,3058,4
597,2021-06-14 17:06:34,5783,4139,7
598,2021-06-29 21:06:31,3330,2978,1
599,2021-09-30 05:09:26,259,2436,7
600,2021-09-26 11:09:59,4291,1904,7
601,2021-02-28 12:02:51,2254,805,7
602,2021-04-03 07:04:21,4400,3589,9
603,2021-06-15 09:06:24,7836,4363,8
604,2021-08-05 14:08:24,4367,4482,4
605,2021-10-16 03:10:31,2142,778,7
606,2021-05-31 17:05:17,8033,4089,4
607,2021-09-14 07:09:12,3454,393,7
608,2021-05-10 15:05:10,5549,2792,3
609,2021-12-02 20:12:45,4540,4721,7
610,2022-01-29 23:01:04,8371,2779,6
611,2021-05-17 06:05:51,6721,2591,1
612,2021-06-15 13:06:32,5181,1614,4
613,2021-04-16 01:04:00,4629,4489,8
614,2021-05-31 04:05:30,2940,1641,2
